# STATE FILE
# seed = 3343339796
# use_adaptive_lr
# rho = 0.001000
# momentum = 0.900000
# delay_length = 1
# lambda = 1.000000
# alpha = 0.000000
# truncate_length = 0
# block_length = 5
# divide_num = 2
# lyapunov_spectrum_size = 1
# threshold_period = 1e-06
# in_state_size = 2
# c_state_size = 20
# out_state_size = 2
# rep_init_size = 1
# output_type = STANDARD_TYPE
# target_num = 1
# target 0	length = 97
# prior_strength = 0.194000
# rep_init_variance = 1.000000
# const_init_c[0] = 0
# const_init_c[1] = 0
# const_init_c[2] = 0
# const_init_c[3] = 0
# const_init_c[4] = 0
# const_init_c[5] = 0
# const_init_c[6] = 0
# const_init_c[7] = 0
# const_init_c[8] = 0
# const_init_c[9] = 0
# const_init_c[10] = 0
# const_init_c[11] = 0
# const_init_c[12] = 0
# const_init_c[13] = 0
# const_init_c[14] = 0
# const_init_c[15] = 0
# const_init_c[16] = 0
# const_init_c[17] = 0
# const_init_c[18] = 0
# const_init_c[19] = 0
# connection_weight_ci[0] = (0,2)
# connection_weight_ci[1] = (0,2)
# connection_weight_ci[2] = (0,2)
# connection_weight_ci[3] = (0,2)
# connection_weight_ci[4] = (0,2)
# connection_weight_ci[5] = (0,2)
# connection_weight_ci[6] = (0,2)
# connection_weight_ci[7] = (0,2)
# connection_weight_ci[8] = (0,2)
# connection_weight_ci[9] = (0,2)
# connection_weight_ci[10] = (0,2)
# connection_weight_ci[11] = (0,2)
# connection_weight_ci[12] = (0,2)
# connection_weight_ci[13] = (0,2)
# connection_weight_ci[14] = (0,2)
# connection_weight_ci[15] = (0,2)
# connection_weight_ci[16] = (0,2)
# connection_weight_ci[17] = (0,2)
# connection_weight_ci[18] = (0,2)
# connection_weight_ci[19] = (0,2)
# connection_weight_cc[0] = (0,20)
# connection_weight_cc[1] = (0,20)
# connection_weight_cc[2] = (0,20)
# connection_weight_cc[3] = (0,20)
# connection_weight_cc[4] = (0,20)
# connection_weight_cc[5] = (0,20)
# connection_weight_cc[6] = (0,20)
# connection_weight_cc[7] = (0,20)
# connection_weight_cc[8] = (0,20)
# connection_weight_cc[9] = (0,20)
# connection_weight_cc[10] = (0,20)
# connection_weight_cc[11] = (0,20)
# connection_weight_cc[12] = (0,20)
# connection_weight_cc[13] = (0,20)
# connection_weight_cc[14] = (0,20)
# connection_weight_cc[15] = (0,20)
# connection_weight_cc[16] = (0,20)
# connection_weight_cc[17] = (0,20)
# connection_weight_cc[18] = (0,20)
# connection_weight_cc[19] = (0,20)
# connection_weight_oc[0] = (0,20)
# connection_weight_oc[1] = (0,20)
# epoch = 0
# target:0
0	-0.500000	0.068014	0.793392	-0.233333	-0.522472	1.428077	-0.232215	-0.094021	0.006531	-0.129331	-0.100671	0.236091	-0.106580	0.211108	0.127417	-0.080063	0.113672	-0.034457	-0.063558	0.148156	-0.222704	-0.063025	0.173821	-0.150321	-0.214907	-0.097884
1	-0.480000	0.072254	0.800493	-0.260000	-0.518288	1.412717	-0.411572	-0.160161	0.017632	-0.216720	-0.179752	0.413211	-0.184706	0.355933	0.218915	-0.140811	0.197355	-0.052578	-0.111743	0.262163	-0.386831	-0.117121	0.298614	-0.266972	-0.378335	-0.164476
2	-0.433333	0.075665	0.805327	-0.293333	-0.515432	1.401529	-0.557545	-0.213922	0.029101	-0.283396	-0.248379	0.550602	-0.245787	0.466992	0.289981	-0.187076	0.265092	-0.068776	-0.153401	0.352800	-0.518680	-0.163701	0.395667	-0.363817	-0.510332	-0.210847
3	-0.373333	0.078406	0.808474	-0.340000	-0.513625	1.393226	-0.676540	-0.255678	0.039815	-0.333495	-0.307087	0.653875	-0.291989	0.551535	0.344111	-0.218770	0.322629	-0.084411	-0.191048	0.424101	-0.624057	-0.202401	0.474402	-0.447279	-0.615802	-0.240616
4	-0.226667	0.080655	0.810405	-0.413333	-0.512649	1.386842	-0.774704	-0.286558	0.049816	-0.369980	-0.356091	0.728576	-0.326130	0.615324	0.385036	-0.236929	0.373193	-0.100335	-0.225458	0.478564	-0.708219	-0.234376	0.541159	-0.522095	-0.700013	-0.256241
5	-0.146667	0.082673	0.811281	-0.446667	-0.512528	1.381532	-0.855802	-0.303394	0.057254	-0.393828	-0.396696	0.771828	-0.346162	0.661441	0.412231	-0.235072	0.426238	-0.120310	-0.262652	0.518160	-0.773569	-0.257507	0.607346	-0.598460	-0.763349	-0.255715
6	-0.060000	0.084317	0.811707	-0.480000	-0.512731	1.377160	-0.921807	-0.312686	0.062540	-0.409966	-0.430310	0.797241	-0.357817	0.695426	0.430273	-0.224726	0.475333	-0.140124	-0.298302	0.548716	-0.824379	-0.273983	0.666366	-0.667871	-0.811665	-0.248943
7	0.013333	0.085676	0.811817	-0.486667	-0.513181	1.373451	-0.975498	-0.315402	0.065683	-0.420006	-0.457941	0.807907	-0.362440	0.719951	0.440805	-0.206928	0.521960	-0.160058	-0.333043	0.572038	-0.863290	-0.284553	0.720611	-0.732199	-0.847503	-0.237220
8	0.080000	0.086746	0.811812	-0.486667	-0.513678	1.370330	-1.017338	-0.313641	0.065962	-0.426521	-0.481451	0.808732	-0.361351	0.737654	0.444857	-0.185311	0.565683	-0.178948	-0.367049	0.591916	-0.892136	-0.289064	0.769133	-0.789269	-0.872432	-0.224738
9	0.126667	0.087579	0.811751	-0.486667	-0.514172	1.367700	-1.049297	-0.308619	0.063747	-0.430654	-0.501605	0.802562	-0.355956	0.750278	0.443907	-0.161492	0.606553	-0.196603	-0.400087	0.609504	-0.912875	-0.288555	0.812492	-0.839483	-0.888630	-0.212603
