# STATE FILE
# seed = 3343339796
# use_adaptive_lr
# rho = 0.001000
# momentum = 0.900000
# delay_length = 1
# lambda = 1.000000
# alpha = 0.000000
# truncate_length = 0
# block_length = 5
# divide_num = 2
# lyapunov_spectrum_size = 1
# threshold_period = 1e-06
# in_state_size = 2
# c_state_size = 20
# out_state_size = 2
# rep_init_size = 1
# output_type = STANDARD_TYPE
# target_num = 1
# target 0	length = 97
# prior_strength = 0.194000
# rep_init_variance = 1.000000
# const_init_c[0] = 0
# const_init_c[1] = 0
# const_init_c[2] = 0
# const_init_c[3] = 0
# const_init_c[4] = 0
# const_init_c[5] = 0
# const_init_c[6] = 0
# const_init_c[7] = 0
# const_init_c[8] = 0
# const_init_c[9] = 0
# const_init_c[10] = 0
# const_init_c[11] = 0
# const_init_c[12] = 0
# const_init_c[13] = 0
# const_init_c[14] = 0
# const_init_c[15] = 0
# const_init_c[16] = 0
# const_init_c[17] = 0
# const_init_c[18] = 0
# const_init_c[19] = 0
# connection_weight_ci[0] = (0,2)
# connection_weight_ci[1] = (0,2)
# connection_weight_ci[2] = (0,2)
# connection_weight_ci[3] = (0,2)
# connection_weight_ci[4] = (0,2)
# connection_weight_ci[5] = (0,2)
# connection_weight_ci[6] = (0,2)
# connection_weight_ci[7] = (0,2)
# connection_weight_ci[8] = (0,2)
# connection_weight_ci[9] = (0,2)
# connection_weight_ci[10] = (0,2)
# connection_weight_ci[11] = (0,2)
# connection_weight_ci[12] = (0,2)
# connection_weight_ci[13] = (0,2)
# connection_weight_ci[14] = (0,2)
# connection_weight_ci[15] = (0,2)
# connection_weight_ci[16] = (0,2)
# connection_weight_ci[17] = (0,2)
# connection_weight_ci[18] = (0,2)
# connection_weight_ci[19] = (0,2)
# connection_weight_cc[0] = (0,20)
# connection_weight_cc[1] = (0,20)
# connection_weight_cc[2] = (0,20)
# connection_weight_cc[3] = (0,20)
# connection_weight_cc[4] = (0,20)
# connection_weight_cc[5] = (0,20)
# connection_weight_cc[6] = (0,20)
# connection_weight_cc[7] = (0,20)
# connection_weight_cc[8] = (0,20)
# connection_weight_cc[9] = (0,20)
# connection_weight_cc[10] = (0,20)
# connection_weight_cc[11] = (0,20)
# connection_weight_cc[12] = (0,20)
# connection_weight_cc[13] = (0,20)
# connection_weight_cc[14] = (0,20)
# connection_weight_cc[15] = (0,20)
# connection_weight_cc[16] = (0,20)
# connection_weight_cc[17] = (0,20)
# connection_weight_cc[18] = (0,20)
# connection_weight_cc[19] = (0,20)
# connection_weight_oc[0] = (0,20)
# connection_weight_oc[1] = (0,20)
# epoch = 0
# target:0
0	-0.500000	0.068014	0.793392	-0.233333	-0.522472	1.428077	-0.232215	-0.094021	0.006531	-0.129331	-0.100671	0.236091	-0.106580	0.211108	0.127417	-0.080063	0.113672	-0.034457	-0.063558	0.148156	-0.222704	-0.063025	0.173821	-0.150321	-0.214907	-0.097884
1	-0.480000	0.073952	0.797820	-0.260000	-0.521022	1.411449	-0.419607	-0.126555	0.013003	-0.199013	-0.176528	0.353041	-0.159026	0.343831	0.202103	-0.077425	0.248437	-0.080668	-0.144011	0.242839	-0.379145	-0.105785	0.357589	-0.331975	-0.361036	-0.117625
2	-0.433333	0.078343	0.801143	-0.293333	-0.519910	1.399234	-0.570488	-0.153829	0.019269	-0.251867	-0.241941	0.443682	-0.199531	0.446092	0.258509	-0.074753	0.355515	-0.118406	-0.211585	0.321431	-0.503434	-0.140734	0.498874	-0.477064	-0.478913	-0.131129
3	-0.373333	0.081501	0.803645	-0.340000	-0.519056	1.390138	-0.692084	-0.176602	0.025071	-0.292187	-0.297699	0.514014	-0.230800	0.524949	0.301152	-0.072100	0.440504	-0.149080	-0.268156	0.386390	-0.602240	-0.169164	0.607696	-0.592915	-0.574001	-0.140266
4	-0.226667	0.083759	0.805532	-0.413333	-0.518413	1.383239	-0.790154	-0.195559	0.030273	-0.323124	-0.344784	0.568666	-0.254929	0.585824	0.333434	-0.069538	0.507901	-0.173905	-0.315358	0.439879	-0.680849	-0.192200	0.691669	-0.685405	-0.650702	-0.146365
5	-0.146667	0.085383	0.806959	-0.446667	-0.517940	1.377919	-0.869302	-0.211304	0.034835	-0.346980	-0.384256	0.611188	-0.273534	0.632860	0.357902	-0.067126	0.561310	-0.193923	-0.354622	0.483785	-0.743439	-0.210803	0.756563	-0.759241	-0.712569	-0.150356
6	-0.060000	0.086565	0.808041	-0.480000	-0.517600	1.373762	-0.933214	-0.224358	0.038769	-0.365450	-0.417161	0.644305	-0.287866	0.669227	0.376463	-0.064902	0.603610	-0.210018	-0.387195	0.519735	-0.793307	-0.225780	0.806767	-0.818189	-0.762469	-0.152889
7	0.013333	0.087437	0.808865	-0.486667	-0.517362	1.370482	-0.984847	-0.235164	0.042122	-0.379796	-0.444471	0.670114	-0.298891	0.697350	0.390547	-0.062887	0.637093	-0.222930	-0.414156	0.549111	-0.833064	-0.237806	0.845631	-0.865252	-0.802715	-0.154416
8	0.080000	0.088089	0.809493	-0.486667	-0.517200	1.367873	-1.026580	-0.244099	0.044952	-0.390968	-0.467061	0.690235	-0.307359	0.719099	0.401232	-0.061085	0.663586	-0.233269	-0.436430	0.573075	-0.864773	-0.247439	0.875726	-0.902828	-0.835176	-0.155256
9	0.126667	0.088584	0.809973	-0.486667	-0.517093	1.365788	-1.060326	-0.251480	0.047323	-0.399685	-0.485695	0.705923	-0.313850	0.735910	0.409335	-0.059491	0.684539	-0.241537	-0.454803	0.592599	-0.890074	-0.255136	0.899033	-0.932833	-0.861357	-0.155630
10	0.166667	0.088965	0.810340	-0.486667	-0.517028	1.364114	-1.087624	-0.257570	0.049298	-0.406499	-0.501031	0.718152	-0.318815	0.748897	0.415473	-0.058091	0.701103	-0.248141	-0.469937	0.608488	-0.910266	-0.261274	0.917078	-0.956793	-0.882476	-0.155696
11	0.213333	0.089261	0.810621	-0.486667	-0.516991	1.362766	-1.109716	-0.262592	0.050935	-0.411832	-0.513630	0.727683	-0.322603	0.758920	0.420115	-0.056871	0.714192	-0.253410	-0.482390	0.621406	-0.926386	-0.266157	0.931044	-0.975927	-0.899511	-0.155563
12	0.246667	0.089493	0.810837	-0.486667	-0.516975	1.361678	-1.127601	-0.266730	0.052285	-0.416010	-0.523963	0.735106	-0.325485	0.766646	0.423621	-0.055813	0.724531	-0.257612	-0.492627	0.631901	-0.939256	-0.270034	0.941846	-0.991207	-0.913254	-0.155307
13	0.280000	0.089677	0.811002	-0.480000	-0.516972	1.360798	-1.142086	-0.270137	0.053396	-0.419288	-0.532428	0.740884	-0.327671	0.772593	0.426262	-0.054900	0.732693	-0.260959	-0.501034	0.640421	-0.949532	-0.273105	0.950196	-1.003411	-0.924342	-0.154983
14	0.326667	0.089824	0.811128	-0.446667	-0.516979	1.360087	-1.153823	-0.272940	0.054305	-0.421862	-0.539353	0.745377	-0.329322	0.777163	0.428246	-0.054115	0.739135	-0.263625	-0.507935	0.647335	-0.957739	-0.275532	0.956644	-1.013157	-0.933288	-0.154625
15	0.366667	0.089941	0.811225	-0.413333	-0.516991	1.359510	-1.163336	-0.275247	0.055048	-0.423883	-0.545013	0.748868	-0.330564	0.780668	0.429732	-0.053442	0.744216	-0.265747	-0.513595	0.652941	-0.964292	-0.277446	0.961619	-1.020942	-0.940507	-0.154260
16	0.413333	0.090036	0.811298	-0.373333	-0.517007	1.359043	-1.171051	-0.277142	0.055653	-0.425473	-0.549635	0.751576	-0.331493	0.783349	0.430841	-0.052867	0.748223	-0.267434	-0.518235	0.657485	-0.969525	-0.278952	0.965452	-1.027159	-0.946334	-0.153903
17	0.446667	0.090112	0.811354	-0.346667	-0.517024	1.358664	-1.177308	-0.278700	0.056145	-0.426724	-0.553405	0.753675	-0.332185	0.785396	0.431664	-0.052377	0.751380	-0.268776	-0.522037	0.661166	-0.973704	-0.280134	0.968403	-1.032125	-0.951037	-0.153564
18	0.480000	0.090174	0.811396	-0.293333	-0.517042	1.358356	-1.182386	-0.279980	0.056543	-0.427709	-0.556479	0.755300	-0.332696	0.786953	0.432273	-0.051960	0.753867	-0.269842	-0.525150	0.664148	-0.977041	-0.281058	0.970670	-1.036091	-0.954833	-0.153249
19	0.506667	0.090225	0.811428	-0.240000	-0.517059	1.358107	-1.186509	-0.281031	0.056865	-0.428484	-0.558983	0.756554	-0.333071	0.788134	0.432721	-0.051605	0.755824	-0.270689	-0.527699	0.666562	-0.979705	-0.281779	0.972410	-1.039259	-0.957898	-0.152962
20	0.513333	0.090266	0.811452	-0.213333	-0.517076	1.357905	-1.189857	-0.281893	0.057124	-0.429096	-0.561021	0.757522	-0.333343	0.789026	0.433047	-0.051305	0.757365	-0.271361	-0.529784	0.668515	-0.981833	-0.282340	0.973742	-1.041789	-0.960373	-0.152702
21	0.520000	0.090299	0.811469	-0.173333	-0.517091	1.357740	-1.192577	-0.282601	0.057333	-0.429578	-0.562679	0.758266	-0.333538	0.789696	0.433283	-0.051050	0.758576	-0.271894	-0.531490	0.670096	-0.983531	-0.282775	0.974761	-1.043810	-0.962372	-0.152469
