0.684080	0.166765	-0.414635	0.226854
0.731192	0.064845	-0.405419	0.081821
0.771273	0.025368	-0.376074	0.029715
0.801659	0.010387	-0.321032	0.011345
0.823759	0.004625	-0.243701	0.004746
0.839768	0.002310	-0.152906	0.002248
0.851295	0.001310	-0.057748	0.001222
0.859245	0.000838	0.035758	0.000757
0.864067	0.000592	0.125003	0.000523
0.865985	0.000453	0.209464	0.000393
0.865105	0.000366	0.289387	0.000315
0.861446	0.000309	0.365014	0.000264
0.854938	0.000268	0.436275	0.000228
0.845420	0.000237	0.502749	0.000202
0.832655	0.000213	0.563775	0.000182
0.816361	0.000194	0.618642	0.000166
0.796252	0.000178	0.666800	0.000152
0.772086	0.000164	0.708008	0.000141
0.743710	0.000152	0.742403	0.000131
0.711085	0.000142	0.770453	0.000123
0.674295	0.000133	0.792854	0.000116
0.633540	0.000126	0.810393	0.000110
0.589112	0.000119	0.823848	0.000104
0.541381	0.000114	0.833917	0.000099
0.490770	0.000109	0.841184	0.000095
0.437746	0.000104	0.846114	0.000091
0.382817	0.000100	0.849060	0.000088
0.326523	0.000097	0.850280	0.000084
0.269442	0.000093	0.849950	0.000082
0.212181	0.000091	0.848175	0.000079
0.155372	0.000088	0.845008	0.000076
0.099653	0.000085	0.840452	0.000074
0.045652	0.000083	0.834472	0.000072
-0.006041	0.000081	0.827001	0.000070
-0.054903	0.000079	0.817946	0.000068
-0.100503	0.000077	0.807195	0.000067
-0.142521	0.000076	0.794626	0.000065
-0.180759	0.000074	0.780110	0.000063
-0.215139	0.000073	0.763526	0.000062
-0.245696	0.000071	0.744763	0.000061
-0.272561	0.000070	0.723738	0.000060
-0.295944	0.000069	0.700397	0.000059
-0.316107	0.000068	0.674728	0.000058
-0.333354	0.000067	0.646770	0.000057
-0.348004	0.000066	0.616610	0.000056
-0.360383	0.000066	0.584393	0.000055
-0.370808	0.000065	0.550314	0.000054
-0.379581	0.000064	0.514616	0.000054
-0.386976	0.000064	0.477581	0.000053
-0.393239	0.000063	0.439522	0.000053
-0.398580	0.000063	0.400769	0.000052
-0.403175	0.000062	0.361661	0.000052
-0.407162	0.000062	0.322534	0.000051
-0.410644	0.000062	0.283710	0.000051
-0.413693	0.000062	0.245489	0.000051
-0.416353	0.000062	0.208142	0.000051
-0.418643	0.000062	0.171905	0.000051
-0.420567	0.000062	0.136976	0.000051
-0.422115	0.000062	0.103514	0.000051
-0.423269	0.000062	0.071638	0.000051
-0.424010	0.000062	0.041428	0.000051
-0.424317	0.000062	0.012931	0.000051
-0.424172	0.000062	-0.013839	0.000051
-0.423563	0.000062	-0.038891	0.000051
-0.422480	0.000063	-0.062259	0.000051
-0.420921	0.000063	-0.083990	0.000052
-0.418886	0.000063	-0.104144	0.000052
-0.416383	0.000063	-0.122790	0.000052
-0.413421	0.000064	-0.140001	0.000052
-0.410013	0.000064	-0.155852	0.000052
-0.406176	0.000064	-0.170418	0.000053
-0.401928	0.000065	-0.183773	0.000053
-0.397287	0.000065	-0.195988	0.000053
-0.392276	0.000065	-0.207131	0.000053
-0.386915	0.000065	-0.217264	0.000054
-0.381227	0.000066	-0.226448	0.000054
-0.375232	0.000066	-0.234738	0.000054
-0.368955	0.000066	-0.242185	0.000054
-0.362417	0.000066	-0.248838	0.000054
-0.355641	0.000067	-0.254740	0.000054
-0.348648	0.000067	-0.259932	0.000055
-0.341460	0.000067	-0.264451	0.000055
-0.334099	0.000067	-0.268332	0.000055
-0.326585	0.000067	-0.271607	0.000055
-0.318939	0.000068	-0.274304	0.000055
-0.311182	0.000068	-0.276452	0.000055
-0.303334	0.000068	-0.278076	0.000055
-0.295413	0.000068	-0.279198	0.000055
-0.287438	0.000068	-0.279843	0.000056
-0.279429	0.000068	-0.280029	0.000056
-0.271402	0.000068	-0.279776	0.000056
-0.263375	0.000068	-0.279104	0.000056
-0.255364	0.000068	-0.278028	0.000056
-0.247386	0.000068	-0.276567	0.000056
-0.239456	0.000068	-0.274736	0.000056
-0.231590	0.000068	-0.272550	0.000056
-0.223800	0.000068	-0.270024	0.000056
-0.216100	0.000068	-0.267172	0.000056
-0.208504	0.000068	-0.264008	0.000056
-0.201024	0.000068	-0.260547	0.000056
-0.193670	0.000068	-0.256802	0.000056
-0.186454	0.000068	-0.252785	0.000056
-0.179386	0.000068	-0.248511	0.000056
-0.172474	0.000068	-0.243992	0.000056
-0.165727	0.000068	-0.239241	0.000056
-0.159154	0.000068	-0.234272	0.000056
-0.152761	0.000068	-0.229096	0.000056
-0.146554	0.000068	-0.223728	0.000056
-0.140540	0.000068	-0.218181	0.000056
-0.134724	0.000068	-0.212466	0.000056
-0.129109	0.000068	-0.206598	0.000056
-0.123700	0.000068	-0.200590	0.000056
-0.118500	0.000068	-0.194454	0.000056
-0.113511	0.000068	-0.188204	0.000055
-0.108736	0.000067	-0.181853	0.000055
-0.104176	0.000067	-0.175414	0.000055
-0.099831	0.000067	-0.168900	0.000055
-0.095703	0.000067	-0.162325	0.000055
-0.091791	0.000067	-0.155702	0.000055
-0.088094	0.000067	-0.149043	0.000055
