-0.506667	-0.213333
-0.500000	-0.233333
-0.480000	-0.260000
-0.433333	-0.293333
-0.373333	-0.340000
-0.226667	-0.413333
-0.146667	-0.446667
-0.060000	-0.480000
0.013333	-0.486667
0.080000	-0.486667
0.126667	-0.486667
0.166667	-0.486667
0.213333	-0.486667
0.246667	-0.486667
0.280000	-0.480000
0.326667	-0.446667
0.366667	-0.413333
0.413333	-0.373333
0.446667	-0.346667
0.480000	-0.293333
0.506667	-0.240000
0.513333	-0.213333
0.520000	-0.173333
0.520000	-0.140000
0.526667	-0.086667
0.533333	-0.026667
0.540000	0.033333
0.546667	0.113333
0.546667	0.186667
0.546667	0.253333
0.546667	0.320000
0.546667	0.360000
0.540000	0.413333
0.526667	0.460000
0.513333	0.493333
0.500000	0.520000
0.473333	0.546667
0.460000	0.573333
0.440000	0.600000
0.420000	0.633333
0.393333	0.653333
0.366667	0.680000
0.326667	0.700000
0.300000	0.713333
0.266667	0.720000
0.240000	0.726667
0.200000	0.733333
0.146667	0.733333
0.100000	0.733333
0.060000	0.726667
0.013333	0.713333
-0.006667	0.706667
-0.040000	0.693333
-0.060000	0.680000
-0.073333	0.673333
-0.086667	0.660000
-0.106667	0.646667
-0.126667	0.633333
-0.153333	0.613333
-0.173333	0.593333
-0.206667	0.573333
-0.220000	0.546667
-0.226667	0.540000
-0.233333	0.526667
-0.233333	0.513333
-0.240000	0.493333
-0.253333	0.460000
-0.260000	0.433333
-0.273333	0.386667
-0.280000	0.360000
-0.293333	0.320000
-0.306667	0.286667
-0.313333	0.266667
-0.313333	0.240000
-0.320000	0.213333
-0.326667	0.193333
-0.326667	0.166667
-0.340000	0.133333
-0.346667	0.113333
-0.360000	0.093333
-0.360000	0.066667
-0.360000	0.040000
-0.366667	0.013333
-0.373333	-0.020000
-0.373333	-0.046667
-0.380000	-0.066667
-0.380000	-0.086667
-0.380000	-0.100000
-0.380000	-0.106667
-0.380000	-0.113333
-0.380000	-0.126667
-0.380000	-0.133333
-0.373333	-0.140000
-0.366667	-0.153333
-0.366667	-0.160000
-0.360000	-0.166667
-0.360000	-0.173333
-0.320000	-0.200000
