-0.529103	0.000084	-0.185434	0.000067
-0.465497	0.000083	-0.261022	0.000066
-0.393757	0.000083	-0.326179	0.000065
-0.317407	0.000084	-0.379299	0.000066
-0.239405	0.000084	-0.420498	0.000066
-0.162096	0.000085	-0.450824	0.000066
-0.087233	0.000086	-0.471667	0.000067
-0.016041	0.000086	-0.484405	0.000067
0.050692	0.000087	-0.490243	0.000068
0.112531	0.000087	-0.490159	0.000068
0.169303	0.000088	-0.484913	0.000069
0.221027	0.000088	-0.475072	0.000069
0.267851	0.000088	-0.461041	0.000069
0.310004	0.000088	-0.443099	0.000070
0.347762	0.000088	-0.421418	0.000070
0.381417	0.000088	-0.396092	0.000070
0.411262	0.000088	-0.367150	0.000070
0.437575	0.000088	-0.334585	0.000070
0.460616	0.000087	-0.298362	0.000070
0.480614	0.000087	-0.258450	0.000070
0.497773	0.000087	-0.214845	0.000070
0.512268	0.000086	-0.167598	0.000070
0.524241	0.000085	-0.116852	0.000069
0.533810	0.000085	-0.062878	0.000069
0.541059	0.000084	-0.006103	0.000069
0.546048	0.000083	0.052865	0.000068
0.548809	0.000083	0.113244	0.000068
0.549347	0.000082	0.174098	0.000068
0.547645	0.000081	0.234396	0.000067
0.543667	0.000081	0.293088	0.000067
0.537365	0.000080	0.349193	0.000067
0.528687	0.000079	0.401878	0.000066
0.517587	0.000079	0.450511	0.000066
0.504037	0.000079	0.494686	0.000066
0.488030	0.000078	0.534212	0.000066
0.469597	0.000078	0.569090	0.000066
0.448804	0.000078	0.599463	0.000066
0.425754	0.000077	0.625577	0.000065
0.400591	0.000077	0.647735	0.000065
0.373493	0.000077	0.666268	0.000065
0.344670	0.000076	0.681504	0.000065
0.314358	0.000076	0.693754	0.000065
0.282815	0.000075	0.703302	0.000064
0.250317	0.000075	0.710395	0.000064
0.217149	0.000074	0.715244	0.000064
0.183604	0.000074	0.718025	0.000063
0.149974	0.000073	0.718878	0.000063
0.116545	0.000073	0.717914	0.000062
0.083592	0.000072	0.715217	0.000062
0.051375	0.000071	0.710847	0.000061
0.020126	0.000071	0.704847	0.000060
-0.009947	0.000070	0.697245	0.000060
-0.038672	0.000070	0.688057	0.000059
-0.065911	0.000069	0.677294	0.000059
-0.091564	0.000068	0.664966	0.000058
-0.115567	0.000068	0.651084	0.000057
-0.137895	0.000067	0.635661	0.000057
-0.158555	0.000067	0.618722	0.000056
-0.177585	0.000066	0.600300	0.000056
-0.195046	0.000066	0.580444	0.000055
-0.211024	0.000065	0.559213	0.000055
-0.225617	0.000065	0.536684	0.000054
-0.238934	0.000064	0.512949	0.000054
-0.251092	0.000064	0.488113	0.000053
-0.262208	0.000063	0.462297	0.000053
-0.272395	0.000063	0.435631	0.000053
-0.281763	0.000063	0.408257	0.000052
-0.290409	0.000063	0.380324	0.000052
-0.298424	0.000062	0.351984	0.000052
-0.305882	0.000062	0.323393	0.000052
-0.312847	0.000062	0.294706	0.000051
-0.319368	0.000062	0.266076	0.000051
-0.325481	0.000062	0.237647	0.000051
-0.331210	0.000062	0.209560	0.000051
-0.336568	0.000062	0.181942	0.000051
-0.341560	0.000062	0.154912	0.000051
-0.346183	0.000062	0.128573	0.000051
-0.350427	0.000062	0.103015	0.000051
-0.354280	0.000062	0.078316	0.000051
-0.357729	0.000062	0.054536	0.000051
-0.360760	0.000062	0.031724	0.000051
-0.363358	0.000062	0.009912	0.000051
-0.365513	0.000062	-0.010877	0.000051
-0.367215	0.000062	-0.030632	0.000051
-0.368459	0.000063	-0.049355	0.000051
-0.369242	0.000063	-0.067052	0.000052
-0.369565	0.000063	-0.083739	0.000052
-0.369430	0.000063	-0.099437	0.000052
-0.368844	0.000063	-0.114170	0.000052
-0.367817	0.000064	-0.127968	0.000052
-0.366359	0.000064	-0.140861	0.000052
-0.364483	0.000064	-0.152882	0.000053
-0.362205	0.000064	-0.164062	0.000053
-0.359539	0.000065	-0.174435	0.000053
-0.356504	0.000065	-0.184034	0.000053
-0.353117	0.000065	-0.192890	0.000053
-0.349396	0.000065	-0.201034	0.000053
-0.345361	0.000065	-0.208496	0.000054
-0.341031	0.000066	-0.215305	0.000054
-0.336425	0.000066	-0.221489	0.000054
-0.331563	0.000066	-0.227072	0.000054
-0.326464	0.000066	-0.232081	0.000054
-0.321148	0.000066	-0.236538	0.000054
-0.315633	0.000067	-0.240466	0.000054
-0.309938	0.000067	-0.243885	0.000055
-0.304083	0.000067	-0.246818	0.000055
-0.298085	0.000067	-0.249281	0.000055
-0.291962	0.000067	-0.251293	0.000055
-0.285732	0.000067	-0.252873	0.000055
-0.279412	0.000067	-0.254035	0.000055
-0.273019	0.000067	-0.254796	0.000055
-0.266569	0.000067	-0.255171	0.000055
-0.260078	0.000068	-0.255175	0.000055
-0.253560	0.000068	-0.254821	0.000055
-0.247032	0.000068	-0.254123	0.000055
-0.240507	0.000068	-0.253094	0.000055
-0.233999	0.000068	-0.251747	0.000055
-0.227520	0.000068	-0.250095	0.000055
-0.221085	0.000068	-0.248149	0.000055
-0.214704	0.000068	-0.245921	0.000055
